surah_number,surah_name,ayat_number,text,source_status,publishable
12,Ýusup,58,"Ýusubyň doganlary geldi we onuň ýanyna girdiler. (Ýusup) olary tanady, (ýöne) olar ony tanamadylar.",OK,True
12,Ýusup,59,"(Ýusup) olaryň hajatlaryny bitirensoň (olara): «Maňa atabir erkek doganyňyzy (iniňizi) getiriň! Görmeýärsiňizmi, men (bugdaýy) doly ölçäp berýärin. Men myhmansöýerleriň ýagşysydyryn.",OK,True
12,Ýusup,60,"Eger ony (iniňizi) maňa getirmeseňiz, size meniň ýanymda bir ölçeg (mukdardaky bugdaý) hem ýokdur. (Ony getirmeseňiz) maňa golaýlaşmaň!» diýdi.",OK,True
12,Ýusup,61,"(Olar): «Ony atasyndan diläris. Elbetde, biz (muny) hökman ederis» diýdiler.",OK,True
12,Ýusup,62,"(Ýusup) ýigitlerine: «Olar maşgalalaryna dolanyp baranlarynda, ony bilmekleri üçin we olaryň (ýenede) gaýdyp gelmekleri üçin olaryň (däne almak üçin getiren) pullaryny ýükleriniň içine salyň!» diýdi.",OK,True
12,Ýusup,63,"(Wezir) olar atalarynyň ýanyna dolanyp baranlarynda: «Eý, atamyz! Bize bir ölçeg (mukdaryndaky däne) hem gadagan edildi. Doganymyzy biziň bilen iber. Ölçäli (paýymyza düşeni alaly. Ynamsyzlyk etme.) Biz ony hökman gorarys» diýdiler.",OK,True
12,Ýusup,64,(Ýakup): «Men size ony (iniňizi) diňe öň onuň doganyny (Ýusuby) ynanyşym ýaly ynanaýynmy?! Alla iň gowy goraýjydyr we Ol rehimdarlaryň iň rehimdarydyr» diýdi.,OK,True
12,Ýusup,65,"Olar ýüklerini açanlarynda pullarynyň özlerine gaýtarylyp berlendigini gördüler hem-de: «Eý, atamyz! (Başga) näme gerek? Ine, pullarymyz özümize gaýtarylyp berlipdir. Ýene maşgalamyza azyk getireris, biz doganymyzy gorarys we bir düýe ýüki artyk alarys. Bu (getirenimiz) az mukdardadyr» diýdiler.",OK,True
12,Ýusup,66,"(Ýakup): «Siz ony maňa getirjegiňiz barada Allanyň adyndan ynamly söz (ähti-peýman) berýänçäňiz, men ony",OK,True
12,Ýusup,67,"(Ýakup): «Eý, ogullarym! (Şähere) bir derwezeden girmäň, aýry derwezelerden giriň. Men Alladan (geljek) hiç bir zady sizden sowup bilmerin. Hökmürowanlyk ýalňyz Alla mahsusdyr. Men diňe Oňa (Alla) bil baglaýaryn. Ynam edýänler ýalňyz Oňa bil baglasynlar» diýdi.",OK,True
12,Ýusup,68,"Olar atalarynyň emir eden ýerinden (aýry derwezelerden) girenlerinde, (munuň) Ýakubyň öz ýanyndan eden dilegi (islegi) hasyl bolmakdan başga (nepi degmedi. Çünki bu) Alladan (geljek) hiç bir zady olardan sowmazdy. Elbetde, ol Biziň özüne beren tälimimiz sebäpli, ylym eýesidi. Ýöne ynsanlaryň köpüsi (muny) bilmezler.",OK,True
12,Ýusup,69,"Olar Ýusubyň ýanyna girenlerinde, ol doganyny (inisini) ýanyna aldy. (Ýusup oňa): «Men seniň doganyňdyryn. Mundan beýläk olaryň eden zatlaryna gamlanma» diýdi.",OK,True
12,Ýusup,70,"(Ýusup) olaryň ýüküni tutanda, doganynyň (inisiniň) goşuna suw gabyny saldy. Soň bolsa jarçy: «Eý, kerwen (eýeleri), siz hakyky ogrusyňyz» diýip seslendi.",OK,True
12,Ýusup,71,(Ýusubyň doganlary) olara öwrülip: «Näme ýitirdiňiz?» diýdiler.,OK,True
12,Ýusup,72,(Jarçylaryň biri): «Hökümdaryň suw gabyny ýitirdik. Ony getiren kişä bir düýe ýüki (sylag) bar. Bu işe men jogapkär» diýdi.,OK,True
12,Ýusup,73,"(Ýusubyň doganlary): «Alla kasam edýäris. Siz anyk bilýärsiňiz, biz bu ýere bozgaklyk etmek üçin gelmedik. Biz ogry däldiris» diýdiler.",OK,True
12,Ýusup,74,"(Olar): «Eger ýalan sözleýän bolsaňyz, onuň jezasy näme bolar?» diýdiler.",OK,True
12,Ýusup,75,"(Ýusubyň doganlary): «Onuň jezasy (ýitiren zadyňyz) kimiň ýükünden tapylsa, jezasy ol kişi (ogurlan zadynyň deregine alnyp galynmagy bilen jezalandyrylýandyr). Biz zalymlary şeýle jezalandyrýarys» diýdiler.",OK,True
12,Ýusup,76,(Ýusup) doganynyň ýükünden öň beýlekileriň ýüklerini (agtaryp) başlady. Soň ony doganynyň ýükünden çykardy. Biz Ýusuba şeýle emel öwretdik. (Çünki Ýusubyň) doganyny hökümdaryň dinine (kanunyna) görä alyp galmagy mümkin däldi. Ýöne Alla islese (başgaça bolýar).,OK,True
12,Ýusup,77,"(Ýusubyň doganlary): «Eger ol ogurlyk eden bolsa, ozal onuň dogany (Ýusup) hem ogurlyk etdi» diýdiler. Ýusup ony (olaryň ýapýan ogurlygyny) içinde saklady we olara ony aýan etmedi. (Öz ýanyndan bolsa): «Siz has erbet haldasyňyz. Siziň aýdýanyňyzy Alla has gowy bilýändir» diýdi.",OK,True
12,Ýusup,78,"(Olar): «Eý, häkim (Ýusup)! Onuň uly (ýaşly) garry atasy bar. Onuň ýerine biziň birimizi alyp gal! Çünki biz seniň ýagşylyk edýänlerdendigiňi (dürs hem dindar kişidigiňi) görüp durus» diýdiler.",OK,True
12,Ýusup,79,(Ýusup): «Zadymyzy ýanyndan tapan kişimizden başgasyny alyp galmakdan Alla saklasyn! Ýogsa biz hakyky zalymlardan bolarys» diýdi.,OK,True
12,Ýusup,80,"Indi ondan umytlaryny üzensoňlar, maslahatlaşmak üçin çete çykdylar. Olaryň ulusy: «Ataňyzyň sizden Allanyň adyndan ynamly söz alandygyny we ozal hem Ýusup dogrusynda goýberen kemçiligiňizi bilmeýärsiňizmi? Maňa atam rugsat berýänçä ýa-da meniň üçin Alla höküm berýänçä, hiç haçan şu ýerden gitmerin. Ol (Alla) iň haýyrly hikmet eýesidir!",OK,True
12,Ýusup,81,"Siz ataňyzyň ýanyna baryp: «Eý, atamyz! Takyk, (kiçi) ogluň ogurlyk",OK,True
12,Ýusup,82,(Ynanmasaň) biziň bolan şäherimize (şäheriň ýaşaýjylaryna) we biziň bilen gelen kerwene sorag salyp gör. Biz dogry sözleýäris» diýip aýdyň!» diýdi.,OK,True
12,Ýusup,83,"(Ýakup): «Ýok, siziň haý-höwesiňiz (ol) işi gözel edip görkezdi. Indi (maňa düşeni) gözel sabyr etmekdir. Belki, Alla maňa olaryň (ogullarymyň) ählisini hem (aman) getirer. Takyk, Ol ähli zady bilýändir, hikmet eýesidir» diýdi.",OK,True
12,Ýusup,84,"(Ýakup) olardan ýüz öwrüp: «Wah, biçäre Ýusup» diýdi. Gam-gussadan ýaňa onuň gözleri agardy (kör boldy we) ol gaýgy-hasratyny içine saldy.",OK,True
12,Ýusup,85,"(Ýakubyň ogullary): «Sen entegem Ýusuby ýatlaýarsyň! Alla kasam bolsun! Sen ahyry, şeýdip, agyr kesele ýolugarsyň ýa-da heläk bolarsyň» diýdiler.",OK,True
12,Ýusup,86,(Ýakup): «Men derdimi we gamgussamy ýalňyz Alla arz edýärin. Men Alladan (inýän wahyý bilen) siziň bilmeýän zatlaryňyzy bilýärin.,OK,True
12,Ýusup,87,"Eý, ogullarym! Gidiň, Ýusuby we doganyňyzy idäň, Allanyň rahmetinden umydyňyzy üzmäň! Çünki kapyr kowumdan başgasy Allanyň rahmetinden umydyny üzmez» diýdi.",OK,True
12,Ýusup,88,"(Olar) Ýusubyň ýanyna girenlerinde: «Eý, häkim! Bizi we neberämizi gytlyk basdy. Biz (bugdaýa çalyşmak üçin) ähmiýetsiz zatlar bilen geldik. Şonda-da bize (bugdaýy) doly ölçäp bergin we bize sadaka hem ber! Şübhesiz, Alla sadaka berýänleri sylaglar» diýdiler.",OK,True
12,Ýusup,89,(Ýusup): «Siz nadan wagtyňyz Ýusuba we onuň doganyna näme edendigiňizi bilýärsiňizmi?» diýdi.,OK,True
12,Ýusup,90,"(Olar): «Eýsem, sen, hakykatdanda Ýusupmy?» diýdiler. (Ol: «Hawa) men Ýusup, bu bolsa inim. Alla bize merhemet etdi. Dogrusy kim (Alladan) gorksa we sabyr etse, takyk, Alla ýagşylyk edýänleriň (dindar kişileriň) hakyny (sogabyny) köýdürmez» diýdi.",OK,True
12,Ýusup,91,"(Olar): «Alla kasam bolsun! Dogrudan-da, Alla seni bizden üstün etdi. Takyk, biz hata etdik» diýdiler.",OK,True
12,Ýusup,92,(Ýusup): «Bu gün sizi ýazgarmak ýok. Sizi Alla bagyşlasyn! Ol rehimdarlaryň iň Rehimdarydyr.,OK,True
12,Ýusup,93,"Meniň şu köýnegimi alyp gidiň we atamyň gözüne sürtüň, gözi açylar. Maňa ähli maşgalaňyz bilen bile geliň!» diýdi.",OK,True
12,Ýusup,94,"Kerwen aýrylanda (ýola düşende) olaryň atasy: «Eger maňa akyly çaşan diýmeseňiz, takyk, men Ýusubyň ysyny alýaryn» diýdi.",OK,True
12,Ýusup,95,"(Ýakubyň ýanyndakylar): «Alla kasam bolsun! Dogrusy, sen henizem ozalky (Ýusup diri diýen) ýalňyşlygyňda» diýdiler.",OK,True
12,Ýusup,96,"Buşlukçy gelende, (Ýusubyň mülkden köýnegini) onuň ýüzüne sürtdi (we) (düýşleriň) şolbada (Ýakubyň) gözi açyldy. (Ýakup): asmanlaryň «Men size «Men Alladan (gelýän ylym Dünýäde saýasynda) siziň bilmeýän zatlaryňyzy Sensiň! bilýärin» diýmänmidim?» diýdi. hem-de hataryna)",OK,True
12,Ýusup,97,"(Ýakubyň ogullary): «Eý, atamyz! (Allanyň) biziň günälerimizi bagyşlamagyny diläweri. Şübhesiz, biz hata etdik» diýdiler.",OK,True
12,Ýusup,98,"(Ýakup): «Men siziň günäleriňizi bagyşlamagy üçin Perwerdigärime ýalbararyn. Takyk, Ol Bagyşlaýjydyr, Rehim-şepagatlydyr» diýdi.",OK,True
12,Ýusup,99,(Ählisi jem bolup) Ýusubyň ýanyna,OK,True
12,Ýusup,100,(Ýusup) ene-atasyny tagtyň,OK,True
12,Ýusup,101,"Eý, Perwerdigärim! Takyk, maňa mülkden (paý) berdiň, maňa hadysalaryň (düýşleriň) ýorgudyny öwretdiň! (Eý), asmanlaryň we ýeriň Ýaradyjysy! Dünýäde we ahyretde meniň eýäm Sensiň! Janymy musulman halda algyn hem-de meni salyhlara (ýagşylaryň hataryna) goşgun!».",OK,True
12,Ýusup,102,"(Eý, Muhammet!) Ine, bu gaýyp habarlardandyr. Ony saňa Biz wahyý edýäris. Olar işlerinde belli karara gelip, duzak gurýarkalar (Ýusuby guýa taşlamagy maksat edinenlerinde), sen olaryň ýanynda däldiň.",OK,True
12,Ýusup,103,Sen hernäçe isleseň-de adamlaryň,OK,True
12,Ýusup,104,Sen muňa (Kurandan okaýan öwüt-nesihatyňa derek) olardan hak soramaýarsyň. Ol (Kuran) älemler üçin öwüt-ündewden başga (zat) däldir.,OK,True
12,Ýusup,105,"Asmanlarda we ýerde (Allanyň barlygyny) görkezýän ençe aýatlar (alamatlar) bardyr. (Ynsanlar) olaryň ýanyndan ýüz öwrüp, (gapyllykda) geçerler.",OK,True
12,Ýusup,106,"Olaryň köpüsi iman getirmezler, diňe Alla şärik goşan halda iman getirerler. (Allanyň Ýaradyjy, Rysgal beriji we özlerini Goraýjydygyny ykrar etseler-de, ybadatlarynda Ondan gaýryny şärik goşarlar).",OK,True
12,Ýusup,107,Olar Allanyň gurşap alyjy azabynyň geljeginden ýa-da duýman durkalar birdenkä kyýamatyň geljeginden (howatyrlanman) arkaýyn (hatyrjemmikäler)?,OK,True
12,Ýusup,108,"(Eý, Muhammet!) Aýt: «Ine, meniň ýolum budur. Men we maňa eýerýänler, biz aýdyň (kesgitli deliller, Allanyň inderen ylmy, hikmeti hem parasatlylygy) bilen Alla (Allanyň ýoluna) çagyrýarys. Alla ähli kemçiliklerden päkdir. Men Alla şärik goşanlardan däldirin».",OK,True
12,Ýusup,109,"(Eý, Muhammet! Biz) senden öň hem şäher (oba) ilatyndan bolan adamlara wahyý iberdik. Olar ýer ýüzünde aýlananlarynda, özlerinden öňki kişileriň soňunyň nähili bolanyny görmeýärlermikä? Elbetde, (Alladan) gorkýan kişiler üçin ahyret ýurdy haýyrlydyr. Akylyňyzy ulanmaýarsyňyzmy?",OK,True
12,Ýusup,110,"Pygamberler (Allanyň adamlary dogry ýola saljagyndan) umytlaryny üzüp, özleriniň ýalan hasaplanjakdyklaryny bilenlerinde, olara Biziň kömegimiz gelip ýetdi. Biz islän kişimizi halas ederis. (Ýöne) günäkär kowumdan Biziň azabymyz hergiz yzyna gaýtarylmaz.",OK,True
12,Ýusup,111,"Takyk, olaryň (pygamberleriň) kyssalarynda akyl eýeleri üçin ybrat bardyr. (Bu Kuran) toslanan bir söz däldir. Tersine, özünden öňküleri (Töwraty, Zebury, Injili) tassyklaýjy, ähli zady düşündiriji, iman getiren kowum üçin dogry ýoly görkeziji we rahmet bolan (kitapdyr).",OK,True
13,Ragd,1,"Elif, Läm, Mim, Ra. Bular kitabyň",OK,True
13,Ragd,2,"Görýärsiňiz, Alla asmanlary sütünsiz galdyrdy. Soň (özüne mahsus görmüşde) Arşa istiwa etdi (hökmürowanlyk bilen älemi dolandyrdy). Güni we Aýy boýun egdirdi. (Olaryň) her biri belli wagta çenli akar (ýüzer) gider. (Alla ähli) işi ýöredýär. Siziň Perwerdigäriňize gowuşmaga ýürekden ynanmagyňyz üçin, (Alla) aýatlary (delilleri) aýdyň beýan edýär.",OK,True
13,Ragd,3,"Ol (Alla) ýeri ýaýdy, onda daglary we derýalary döretdi. (Alla) ýerdäki miweleriň her birini jübüt-jübüt etdi. (Alla) gündizi gije bilen örtýär. Elbetde, munda pikir edýän kowum üçin aýatlar (ybratlar) bardyr.",OK,True
13,Ragd,4,"Ýer ýüzünde biri-birine goňşy toprak ýerleri, üzüm bakjalary, ekinler, (bir ýa-da dürli köklerden emele gelen) hurmalyklar bardyr. (Bularyň ählisi şol) bir suw bilen suwarylýar. (Ýöne şeýle hem bolsa) Biz olaryň birnäçelerini tagamy babatda birnäçesinden üstünräk edip goýýarys. Takyk, munda akyllaryny ulanýan kowum üçin aýatlar (ybratlar) bardyr.",OK,True
13,Ragd,5,"(Eý, Muhammet!) Eger geň galjak bolsaň, olaryň (kapyrlaryň): «Biz toprak bolanymyzdan soň, täzeden ýaradylarysmy?» (diýen) sözlerine geň galmalydyr. Olar özleriniň Perwerdigärini inkär eden kişilerdir. Olaryň boýunlarynda zynjyrlar bardyr. Olar ot (dowzah) eýeleridirler. Olar ol ýerde ebedi galarlar.",OK,True
13,Ragd,6,"(Eý, Muhammet! Kapyrlar seniň) ýagşylykdan öň ýamanlygy (azaby getirmegiňi) gyssanmaç isleýärler. Olardan öň hem (şuňa) meňzeş jezalar geçdi. Elbetde, Perwerdigäriň, olar zulum etseler-de, adamlara geçirimlidir. (Ýöne) Perwerdigäriň jezasy örän agyrdyr.",OK,True
13,Ragd,7,"Inkär edýän kişiler: «Oňa (Muhammede) Perwerdigärinden bir aýat (mugjyza) inderilmeli dälmi?» diýýärler. (Eý, Muhammet!) Sen diňe bir duýduryjysyň. Her (bir öten-geçen) kowum üçin dogry ýoly görkeziji (pygamber) bolupdy.",OK,True
13,Ragd,8,"Alla her urkaçynyň nämä hamyladygyny, ýatgylaryň nämäni kemeldip, nämäni artdyrýanyny bilýändir. Onuň huzurynda her bir zat ölçeglidir.",OK,True
13,Ragd,9,"(Alla) gaýyby (görünmeýäni) we görünýäni bilýändir. (Ol) Beýikdir, örän Belentdir.",OK,True
13,Ragd,10,"Sizden bir kişi sözi (gepini içinde) gizlesin, ony daşyndan aýtsyn, bir kişi gije gizlensin we gündiz orta çyksyn (Alla üçin) bary birdir. (Ol ähli zady görüp, bilip durandyr).",OK,True
13,Ragd,11,"Ony (adamy) öňünden we yzyndan yzarlaýanlar, Allanyň emri bilen goraýan (perişdeler) bardyr. Elbetde, bir kowum özleriniň ahwalatyny üýtgetmese, Alla",OK,True
13,Ragd,12,"Size gorky we umyt (getirýän) ýyldyrymy görkezýän, (ýagyş ýükli) lemmer-lemmer bulutlary döredýän hem Oldur (Alladyr).",OK,True
13,Ragd,13,"Gök gümmürdüsi hamdy-senasy bilen, perişdeler bolsa gorkusyndan Ony tesbih edýärler. Alla ýyldyrymlary çakdyryp, onuň bilen islän kişisini urar. Olar (kapyrlar şonda-da) Alla hakda dawalaşýarlar. Ol (Allanyň) duzagy (azaby) gaty güýçlüdir.",OK,True
13,Ragd,14,"Hakyky doga-dileg diňe Oňa (Alla) ediler. Ondan başgadan dileg edýän (Alladan gaýryny kömege çagyrýan) kişilere (çagyrýanlary) hiç bir jogap bermezler. Olaryň bu ahwalaty (suwy) agzyna ýetirmek üçin iki owujyny açyp, (elini) suwa (uzadýan adamyň mysaly) ýalydyr. Ýöne ol (suw) oňa (agzyna) ýetmez. Kapyrlaryň dogasy (Alla şärik goşýandyklary sebäpli) azaşmakdan başga zat däldir.",OK,True
13,Ragd,15,"Asmanlarda we ýerde kim (we näme) bar bolsa, (olaryň ählisi, hat-da) kölegeleri hem, islesin-islemesin, ertiragşam Alla üçin sežde ederler.",OK,True
13,Ragd,16,"(Eý, Muhammet): «Asmanlaryň we ýeriň Perwerdigäri kimdir?» diý (we) aýt: «Alladyr». (Eý, Muhammet): «Ondan (Alladan) gaýry, özlerine peýda we zyýan bermäge hem güýji ýetmeýänleri dost tutunýarsyňyzmy?» diý. Aýt: «Kör bilen gözli deň bolarmy? Ýa-da tümlük bilen aýdyňlyk deň bolarmy?». Ýa olar Alla babatynda (aýdylanda), Onuň ýaradany ýaly ýaradyp bilýän şärikler tapyp, (Alla şärik goşulýanlaryň) ýaradyşy olara meňzeş göründimi? (Eý, Muhammet!) Aýt: «Ähli zadyň ýaradyjysy Alladyr. Ol Ýeke-täkdir, üstün çykyjydyr.",OK,True
13,Ragd,17,"(Alla) asmandan suw-ýagyş inderende, dereler (jülgeler) ölçegleridir göwrümlerine görä suw akydýarlar. Şonda akym (suwda) ýüze çykan köpürjigi alyp gider. (Adamlaryň) zer-zynat ýa-da bir esbap (ýasamak) maksady bilen otda ýakýan (eredýän) zatlaryndan hem şonuň ýaly köpürjik (çökündi çykar). Alla, ine, şeýdip, hak bilen ýalňyşa (batyla) mysal getirýär. Indi köpürjik ýok bolup gider. Ýöne adamlara peýda berýäni ýer ýüzünde galar. Alla, ine, şeýle mysallar berýär.",OK,True
13,Ragd,18,"Özleriniň Perwerdigärine boýun egen kişiler üçin iň gözel (sylag) bardyr. Oňa boýun egmedik kişiler bolsa, eger ýer ýüzündäki zatlaryň ählisi, ýene-de şonçasy olaryňky bolsa, (olar Allanyň azabyndan halas bolmak üçin şol zatlaryň ählisini) pida ederdiler. Hasap-hesibiň iň erbedi şolaryňkydyr. Olaryň barjak ýeri dowzahdyr. (Ol) nähili erbet ýerdir.",OK,True
13,Ragd,19,"Saňa Perwerdigäriňden inderileniň hakdygyny bilýän kişi, kör (ýagny bilmeýän) kişi ýaly bolarmy? Takyk, diňe akyl eýeleri ybrat alarlar.",OK,True
13,Ragd,20,Ol kişiler Alla (beren) ähtipeýmanyna wepaly bolarlar we ähtipeýmany bozmazlar.,OK,True
13,Ragd,21,Ol kişiler Allanyň garyndaşlyk gatnaşyklaryny saklamak ýaly ýerine ýetirilmegini emir eden zatlaryny ýerine ýetirerler. Olar özleriniň Perwerdigärinden çekinerler we (ahyretdäki) hasabyň ýamanyndan gorkarlar.,OK,True
13,Ragd,22,"Ol kişiler, Perwerdigäriniň ýüzüni (razylygyny) isläp, sabyr ederler. Namazy doly berjaý ederler. Olara rysgal edip beren zatlarymyzdan gizlin we açaçan halda sarp ederler. Ýamanlygy ýagşylyk bilen gaýtararlar. Şol diýaryň (ahyretiň bagtly) soňy şolaryňkydyr.",OK,True
13,Ragd,23,"(Bagtyýarlyk) «Adn» jennetlerindedir. Olar oňa atababalaryndan, ýan-ýoldaşlaryndan we zürýatlaryndan salyh kişiler bilen girerler. Her gapydan olaryň ýanyna perişdeler girerler hem-de: «Sabyr edeniňiz sebäpli, size salam bolsun! Diýaryň (dünýä ýaşaýşynyň ahyretdäki bagtly) soňy ne ajaýyp» (diýerler).",OK,True
13,Ragd,24,"(Bagtyýarlyk) «Adn» jennetlerindedir. Olar oňa atababalaryndan, ýan-ýoldaşlaryndan we zürýatlaryndan salyh kişiler bilen girerler. Her gapydan olaryň ýanyna perişdeler girerler hem-de: «Sabyr edeniňiz sebäpli, size salam bolsun! Diýaryň (dünýä ýaşaýşynyň ahyretdäki bagtly) soňy ne ajaýyp» (diýerler).",OK,True
13,Ragd,25,"Alla çyndan ähti-peýman edenlerinden soň, ähti-peýmanlaryny bozanlar, Allanyň garyndaşlyk gatnaşyklaryny saklamak ýaly ýerine ýetirilmegini emir eden zatlaryny (berjaý etmän) kesenler we ýer ýüzünde pisat çykaranlar üçin nälet bolar, ýurduň ýamany (dowzah) hem olar üçindir.",OK,True
13,Ragd,26,"Alla rysgaly islän kişisine giň eder, (islänine) dar eder. (Kapyrlar şu) dünýä",OK,True
13,Ragd,27,"Inkär eden kişiler: «Perwerdigärinden oňa (Muhammede) bir aýat (mugjyza) inderilmeli dälmi?» diýýärler. (Eý, Muhammet!) Aýt: «Şübhesiz, Alla islän kişisini (şeýle erbet sözleri sebäpli) azaşdyrar, Özüne ýöneleni-de dogry ýola gönükdirer».",OK,True
13,Ragd,28,Olar iman getiren we Allany zikir etmek bilen kalplary aram tapan kişilerdir. Unutmaň! Kalplar Allany zikir etmek bilen aram tapar.,OK,True
13,Ragd,29,"Iman getiren we ýagşy işleri eden kişiler üçin, elbetde, bagt we dolanyp baryljak gözel ýurt (jennet) bardyr.",OK,True
13,Ragd,30,"(Eý, Muhammet!) Ine, şeýdip, Biz seni bir ymmata (pygamber edip) iberdik. Olaryň özünden öň hem (bir topar) ymmatlar ötüp geçdi. Saňa wahyý eden zadymyzy (olara) okamagyň üçin (iberdik). Olar Rahmany (Allany) inkär edýärler. (Eý, Muhammet!) Aýt: «Ol meniň Perwerdigärimdir. Ondan başga (ybadata laýyk) hudaý ýokdur. Men Oňa bil bagladym we tobam Oňadyr».",OK,True
13,Ragd,31,"(Kapyrlar): «Eger özi bilen daglar ýöredilýän, ýer ýarylýan, ölüler gürledilýän bir Kuran bolsa (şonda iman",OK,True
13,Ragd,32,"Takyk, senden öňki pygamberler hem (kowumlary tarapyndan) masgara edildi. Şonda-da inkär eden kişilere möhlet berdim, soň bolsa, olary (jezalandyrmak üçin) tutdum. Şonda azabym nähili boldy?",OK,True
13,Ragd,33,"Her kimiň edýän işine gözegçilik edýän Ol (Alla) kim, (olaryň şärik goşýan zatlary kim? Olar şonda-da) Alla şärikler goşdular. (Eý, Muhammet!) Aýt: «Olara (Alla şärik goşýan şärikleriňize) at dakyň (olar kimlermiş, näme iş başarýarmyşlar)? Ýa-da (siz eý, Alla şärik goşanlar) Oňa (Alla) ýer ýüzünde (Onuň şärikleri bar diýip) bilmeýän zadyny habar bermekçi bolýarsyňyzmy? Ýa (Allanyň şärikleri bar diýip) boş (biderek) söz (aýdyp goýberýärsiňizmi)? Ýok, inkär edýän kişilere mekir (hileleri) gözel edilip görkezildi we (şeýdip, hak) ýoldan çykaryldylar. Alla kimi azaşdyrsa, ony dogry ýola saljak (hiç kim) ýokdur.",OK,True
13,Ragd,34,Bu dünýä ýaşaýşynda olar üçin azap bardyr. Ahyretiň azaby bolsa has agyrdyr. Olar üçin Alladan (Allanyň azabyndan) gorajak (kişi) bolmaz.,OK,True
13,Ragd,35,"Takwalara wada berlen jennetiň mysaly (şeýledir): Onuň aşagyndan derýalar akýar. Onuň iýmitleri we saýalary müdimidir. Takwa kişileriň soňy ine, şeýledir. Kapyrlaryň soňy bolsa otdur (dowzahdyr).",OK,True
13,Ragd,36,"Özlerine (Töwrat, Injil ýaly) kitap berlen kişilerimiz saňa inderilen zat (Kuran) sebäpli, şatlanýarlar. (Ýöne ol) toparlardan onuň (Kuranyň) bir bölegini inkär edýäni hem bar. (Eý, Muhammet!) Aýt: «Maňa diňe Alla gulluk etmegim, Oňa şärik goşmazlygym emir edildi. Men (Onuň ýoluna) çagyrýaryn. Oňa dolanyp bararyn».",OK,True
13,Ragd,37,"Ine, şeýdip, Biz ony (Kurany) arap dilinde hikmetli höküm edip inderdik. Eger sen özüňe gelen (bu) ylymdan soň, olaryň haýy-höweslerine eýerseň, (bilip goýgun) seni Alladan (gorajak) ýardamçy hem ýokdur, goragçy hem ýokdur.",OK,True
13,Ragd,38,"Kasam bolsun! Biz senden owal hem pygamberleri iberdik. Olara ýanýoldaşlar we zürýatlar berdik. Allanyň rugsady bolmasa, hiç bir pygamber aýat (mugjyza) getirip bilmez. Her ajalyňmöhletiň bir kitaby (ýazgysy) bardyr. (Her zadyň wagty ýazylyp goýlandyr).",OK,True
13,Ragd,39,"Alla islän zadyny öçürer (ýok eder), (islän zadyny bolsa, öz ýerinde) galdyrar. Onuň ýanynda esasy kitap (Lowhymahfuz) bardyr.",OK,True
13,Ragd,40,"(Eý, Muhammet!) Eger saňa olara (kapyrlara) beren wadamyzy (azabymyzy) görkezsek-de ýa (görkezmän) seniň janyňy alsak-da, (tapawudy ýok) seniň wezipäň (dini) ýetirmek, Biziň işimiz bolsa olary hasaba",OK,True
13,Ragd,41,"(Olar) Biziň (ylahy gudratymyz bilen) ýere gelip, onuň (kapyr ýurtlarynyň) daş-töwereginden (ýaşaýjylaryndan) kemeldýänimizi görmedilermi? Alla höküm berýär. Onuň hökümini derňäp, Oňa päsgel berjek (Ony hasaba çekjek) ýokdur. Ol hasaba çalt çeker.",OK,True
13,Ragd,42,Olardan öňki kişiler hem (pygamberlerine) hilegärlik etdiler. Ähli mekir (hileleri) bozmak Alla degişlidir. (Alla) her kimiň näme edýänini bilýär. Kapyrlar bolsa bu dünýäniň soňunyň (ahyretiň) kimiňki boljagyny tiz wagtda bilerler.,OK,True
13,Ragd,43,"Inkär eden kişiler: «(Eý, Muhammet!) Sen pygamber dälsiň» diýýärler. Aýt: «Siziň bilen meniň aramda (meniň pygamberdigime) şaýat bolmaga Alla we özünde kitabyň (Kuranyň) ylmy bolan kişi ýetikdir».",OK,True
14,Ybraýym,1,"Elif, Läm, Ra. (Eý, Muhammet! Bu kitap) ynsanlary Perwerdigäriň rugsady bilen güýçli, öwgä mynasyp (bolan Allanyň) ýoluna (çagyryp, olary) tümlüklerden nura çykarmagyň üçin saňa inderen kitabymyzdyr.",OK,True
14,Ybraýym,2,"Ol Alladyr, asmanlardaky we ýerdäki ähli zat Onuňkydyr. (Ahyretde) agyr azapdan ýaňa kapyrlaryň dat gününe.",OK,True
14,Ybraýym,3,"Ahyrete derek dünýä ýaşaýşyny saýlap alýanlar, Allanyň ýolundan gaýtarýanlar we onuň (dogry ýoluň) egri (ters) bolmagyny isleýänler, ine, bular (hakdan) uzak ters ýoldadyrlar.",OK,True
14,Ybraýym,4,"Biz her pygamberi olara (hakykaty aýdyň) beýan etmegi üçin, öz kowumynyň dili bilen (sözleýän kişi edip) iberdik. Alla islän kişisini azaşdyrar, islän kişisini dogry ýola salar. Ol Gudraty güýçlüdir, hikmet eýesidir.",OK,True
14,Ybraýym,5,"Kasam bolsun! Biz Musany: «Kowumyňy zulmatdan nura çykar, olara Allanyň (öňki milletleriň başyna salan agyr) günlerini ýatlat!» diýip, aýatlarymyz (mugjyzalarymyz) bilen iberdik. Elbetde, munda her bir sabyrly, şükürana (bendeler) üçin ybratlar bardyr.",OK,True
