surah_number,surah_name,ayah_number,text_latin,text_arabic_script
26,Ash-Shu'ara,179,Mela ibzgħu minn Alla u obdunil,مېلا يبزعو مينن الله و وبدونيل
26,Ash-Shu'ara,180,Ta' dan ma nitlobkomx ħlas. Ħlasi ma huwiex. ħlief mingħand Sid il-ħolqieni,تا' دان ما نيتلوبكومش حلاس. حلاسي ما هوويهش. حليهف مينعاند سيد يل-حولقيهني
26,Ash-Shu'ara,181,"Agħtu kejl tajjeb, u tkunux minn dawk li jagħtu lin-nies inqas milli ħaqqhoml",اعتو كېيل تاييېب، و تكونوش مينن داوك لي ياعتو لين-نيهس ينقاس ميللي حاققهومل
26,Ash-Shu'ara,182,Iznu bil-mizien il-gust,يزنو بيل-ميزيهن يل-گوست
26,Ash-Shu'ara,183,"u ccaħħdux lin-nies minn dak li hu tagħhom, la tagħmlux ħazen tig Larf bil-ħsara figħkor",و ككاححدوش لين-نيهس مينن داك لي هو تاعهوم، لا تاعملوش حازېن تيگ لارف بيل-حسارا فيعكور
26,Ash-Shu'ara,184,u ibzgħu minn Dak- li ħalaq lilkom u lill-gnus ta' l- imgħoddif,و يبزعو مينن داك- لي حالاق ليلكوم و ليلل-گنوس تا' ل- يمعودديف
26,Ash-Shu'ara,185,(Qalulu): 'Inti biss wieħed mill-imsaħħrin bil-kbirt,(قالولو): 'ينتي بيسس ويهحېد ميلل-يمساححرين بيل-كبيرت
26,Ash-Shu'ara,186,"M'intix ħlief bniedem bħalna, u tassew inqisukt mill- giddibint",م'ينتيش حليهف بنيهدېم بحالنا، و تاسسېو ينقيسوكت ميلل- گيدديبينت
26,Ash-Shu'ara,187,"Mela nizel: fuqna (il-kastig tagħna). f'bicciet mis-sema, jekk inti minn dawk li jgħidu s-sewwa",مېلا نيزېل: فوقنا (يل-كاستيگ تاعنا). ف'بيككيهت ميس-سېما، يېكك ينتي مينن داوك لي يعيدو س-سېووا
26,Ash-Shu'ara,188,Qal(ilhom Xugħajb): ''Sidi jaf l-aktar b'dak li qegħdin tagħmluf,قال(يلهوم شوعايب): ''سيدي ياف ل-اكتار ب'داك لي قېعدين تاعملوف
26,Ash-Shu'ara,189,"Għalhekk giddbuh, u ħadhom (għa/ għarrieda) il-kastig ta' jum id-dell (meta sabif nn taħt sħaba kbira mis-sħana li giet fuqhom). Huwa kien tabilħaqq il-kastig ta' Jum kbirl f",عالهېكك گيددبوه، و حادهوم (عا/ عارريهدا) يل-كاستيگ تا' يوم يد-دېلل (مېتا سابيف نن تاحت سحابا كبيرا ميس-سحانا لي گيهت فوقهوم). هووا كيهن تابيلحاقق يل-كاستيگ تا' يوم كبيرل ف
26,Ash-Shu'ara,190,"Tabilħaqq li F'dan. (kollu) hawn sinjal, izda. ħafna fatttboddimna sermmnbiet",تابيلحاقق لي ف'دان. (كوللو) هاون سينيال، يزدا. حافنا فاتتتبودديمنا سېرممنبيهت
26,Ash-Shu'ara,191,"Tassew i Sidek huwa l-Qawwi, il-Ħanin",تاسسېو ي سيدېك هووا ل-قاووي، يل-حانين
26,Ash-Shu'ara,192,Tabilħaqq (lz dan il-Qoran) huwa mnizzel minn Sid il- ħolqient,تابيلحاقق (لز دان يل-قرآن) هووا منيززېل مينن سيد يل- حولقيهنت
26,Ash-Shu'ara,193,Nizlet bih ir-ruħ sinciera (l-anglu Gabrijel),نيزلېت بيه ير-روح سينكيهرا (ل-انگلو گابرييېل)
26,Ash-Shu'ara,194,f'qalbek (Muħammad) biex tkun minn dawk li jwissu,ف'قالبېك (محمد) بيهش تكون مينن داوك لي يويسسو
26,Ash-Shu'ara,195,bi lsien Għarbi car,بي لسيهن عاربي كار
26,Ash-Shu'ara,196,Huwa tabilħaqq (jissemma) fil-Kotba (mqaddsa) ta' nies l- imgħoddi,هووا تابيلحاقق (ييسسېمما) فيل-كوتبا (مقاددسا) تا' نيهس ل- يمعوددي
26,Ash-Shu'ara,197,Mela ma hijiex prova (bizzejjed għall-pagani ta' Mekka) li l-għorrief ta' Wied Israel jafu bih (dan il-Qoran),مېلا ما هيييهش پروڤا (بيززېييېد عالل-پاگاني تا' مېككا) لي ل-عورريهف تا' ويهد يسراېل يافو بيه (دان يل-قرآن)
26,Ash-Shu'ara,198,U fir kieku nizzilnieh. (dav il-Ktieb) lil-xi ħadd lima huwiex Għarbi,و فير كيهكو نيززيلنيهه. (داڤ يل-كتيهب) ليل-شي حادد ليما هوويهش عاربي
26,Ash-Shu'ara,199,"u qrahulhom (Zil nies Mekka, dawn xorta waħda) ma kinux jemmnu fiht",و قراهولهوم (زيل نيهس مېككا، داون شورتا واحدا) ما كينوش يېممنو فيهت
26,Ash-Shu'ara,200,"Hekk daħħalnier fi' qlub il-ħatjini (ff semgħu u fehmuh, izda ra ridit jemtinnuwu caħdu)",هېكك داححالنيهر في' قلوب يل-حاتييني (فف سېمعو و فېهموه، يزدا را ريديت يېمتيننووو كاحدو)
26,Ash-Shu'ara,201,Malhumiex se jemmnu fih sa ma jaraw il-kastig ta' wgigħ,مالهوميهش سې يېممنو فيه سا ما ياراو يل-كاستيگ تا' وگيع
26,Ash-Shu'ara,202,"Huwa jigihom għal għarrieda, u huma ma jintebħux",هووا ييگيهوم عال عارريهدا، و هوما ما يينتېبحوش
26,Ash-Shu'ara,203,(Huma jgħidu f'eta jaħsadhom il-kastig): ' Tgħid ningħataw aktar zmien (biex insewwu l-ħsara tagħnaj),(هوما يعيدو ف'ېتا ياحسادهوم يل-كاستيگ): ' تعيد نينعاتاو اكتار زميهن (بيهش ينسېووو ل-حسارا تاعناي)
26,Ash-Shu'ara,204,(Uissa) kif'iridu jgħagglu l-kastig tagħna (fughom),(ويسسا) كيف'يريدو يعاگگلو ل-كاستيگ تاعنا (فوگهوم)
26,Ash-Shu'ara,205,Jaqaw taħseb (Miħapmad) li jekk nagħtuhom li jgawdu (aktar) snin (fid-dinja),ياقاو تاحسېب (ميحاپماد) لي يېكك ناعتوهوم لي يگاودو (اكتار) سنين (فيد-دينيا)
26,Ash-Shu'ara,206,imbagħad jigihom dak (il-kastig) li kienu mwiegħda,يمباعاد ييگيهوم داك (يل-كاستيگ) لي كيهنو مويهعدا
26,Ash-Shu'ara,207,se jiswewlhom (xi ħaga) dawk (is-snin) li ngħataw biex igawdu,سې ييسوېولهوم (شي حاگا) داوك (يس-سنين) لي نعاتاو بيهش يگاودو
26,Ash-Shu'ara,208,Aħna ma qridna ebda belt jekk ma kellhiex min iwissiha,احنا ما قريدنا ېبدا بېلت يېكك ما كېللهيهش مين يويسسيها
26,Ash-Shu'ara,209,"(biex tkun) tifkira (għall-bliet l-oħra biex ma jagħmlux bħalha), u ma konniex ingusti (meta kkastigajna xi belt)",(بيهش تكون) تيفكيرا (عالل-بليهت ل-وحرا بيهش ما ياعملوش بحالها)، و ما كوننيهش ينگوستي (مېتا ككاستيگاينا شي بېلت)
26,Ash-Shu'ara,210,"(Ma kinux) ix-xjaten li nizlu bih (dun il-Qoran, izda l- anglu Gabrijel)",(ما كينوش) يش-شياتېن لي نيزلو بيه (دون يل-قرآن، يزدا ل- انگلو گابرييېل)
26,Ash-Shu'ara,211,u (ix-xjaten) la jixirqilhom u lanqas jistgħu (jagħmlu ħaga bħal din),و (يش-شياتېن) لا ييشيرقيلهوم و لانقاس ييستعو (ياعملو حاگا بحال دين)
26,Ash-Shu'ara,212,għaliex huma. tabilħaqq mizmumin milli jisimgħuh (meta jkun imnebbaħ fis-smewwiet),عاليهش هوما. تابيلحاقق ميزمومين ميللي ييسيمعوه (مېتا يكون يمنېبباح فيس-سمېوويهت)
26,Ash-Shu'ara,213,"Mela la ssejjaħx (Muħammad) lil alla ieħor ma' Alla, u (b'hekk) tkun minn dawk li jieħdu l-kastigt",مېلا لا سسېيياحش (محمد) ليل الله يهحور ما' الله، و (ب'هېكك) تكون مينن داوك لي ييهحدو ل-كاستيگت
26,Ash-Shu'ara,214,"U wissi lil egreb fost qrabatek (biex ma jaħsbux li, għaliex huma jigu minnek, se jeħilsu mill-kastig)",و ويسسي ليل ېگرېب فوست قراباتېك (بيهش ما ياحسبوش لي، عاليهش هوما ييگو ميننېك، سې يېحيلسو ميلل-كاستيگ)
26,Ash-Shu'ara,215,"U nizzel gwenħajk (bl-umilta u bil-ħniena. kollha) fuq dawk li jimxu warajk minn fost dawk li jemmnu (fik, biex tħarishom)",و نيززېل گوېنحايك (بل-وميلتا و بيل-حنيهنا. كوللها) فوق داوك لي ييمشو وارايك مينن فوست داوك لي يېممنو (فيك، بيهش تحاريسهوم)
26,Ash-Shu'ara,216,"(U jekk ma jobdukx, għidfilhom): 'Jiena ma għandix x'naqsam ma' dak li qegħdin tagħmlul",(و يېكك ما يوبدوكش، عيدفيلهوم): 'ييهنا ما عانديش ش'ناقسام ما' داك لي قېعدين تاعملول
26,Ash-Shu'ara,217,"U ħalli f'idejn (A//a) il-Qawwi, il-Ħanin",و حاللي ف'يدېين (ا//ا) يل-قاووي، يل-حانين
26,Ash-Shu'ara,218,li jarak meta tqum (bil-wieqfa fit-talb),لي ياراك مېتا تقوم (بيل-ويهقفا فيت-تالب)
26,Ash-Shu'ara,219,u (jara) kif titħarrek fost dawk mixħutin fl-art jitolbu,و (يارا) كيف تيتحاررېك فوست داوك ميشحوتين فل-ارت ييتولبو
26,Ash-Shu'ara,220,Huwa tabilħaqq jisma' kollox u jaf kollox,هووا تابيلحاقق ييسما' كوللوش و ياف كوللوش
26,Ash-Shu'ara,221,Tridu nħabbrilkom fuq min jinzlu x-xjaten,تريدو نحاببريلكوم فوق مين يينزلو ش-شياتېن
26,Ash-Shu'ara,222,Huma jinzlu fuq kull giddieb ħazin,هوما يينزلو فوق كولل گيدديهب حازين
26,Ash-Shu'ara,223,"ujsemmgħuh (ffes/is qarrieq), u ħafna minnhom giddibin",ويسېممعوه (ففېس/يس قارريهق)، و حافنا ميننهوم گيدديبين
26,Ash-Shu'ara,224,U (dwar) il-poeti (ngħidilkom li) huma l-mitlufin li jimxu warajhom,و (دوار) يل-پوېتي (نعيديلكوم لي) هوما ل-ميتلوفين لي ييمشو وارايهوم
26,Ash-Shu'ara,225,Mela ma tarax li dawn jimirħu f'kull wied,مېلا ما تاراش لي داون ييميرحو ف'كولل ويهد
26,Ash-Shu'ara,226,u jgħidu dak li (inrbagħad) ma jagħmlux,و يعيدو داك لي (ينرباعاد) ما ياعملوش
26,Ash-Shu'ara,227,"ħlief dawk li jemmnu, jagħmlu l-gid, jiftakru ħafna f'Alla, u jħarsu lilhom infushom (bil-poezija tagħhom mill- għedewwa ta' l-Islam) wara. li tkun saret. ingustizzja magħhom. U l-ingusti (dahvaqr) se jkunu jafu fejn se jsibu rwieħhoml",حليهف داوك لي يېممنو، ياعملو ل-گيد، ييفتاكرو حافنا ف'الله، و يحارسو ليلهوم ينفوسهوم (بيل-پوېزييا تاعهوم ميلل- عېدېووا تا' ل-اسلام) وارا. لي تكون سارېت. ينگوستيززيا ماعهوم. و ل-ينگوستي (داهڤاقر) سې يكونو يافو فېين سې يسيبو رويهحهومل
27,An-Naml,1,"Ta'. Sin. Dawn huma l-versi tal-Qoran, u Ktieb car",تا'. سين. داون هوما ل-ڤېرسي تال-قرآن، و كتيهب كار
27,An-Naml,2,tmexxija u bxara tajba għal dawk li jemmnu,تمېششييا و بشارا تايبا عال داوك لي يېممنو
27,An-Naml,3,"li jagħmlu t-talb, jagħtu l-karita, u jemmnu sħiħ fil-Ħajja l- Oħra",لي ياعملو ت-تالب، ياعتو ل-كاريتا، و يېممنو سحيح فيل-حاييا ل- وحرا
27,An-Naml,4,Tabilħaqq li lil dawk li ma jemmnux fl-Oħra (fil-Ħajja l- Oħra) zejjinnielhom l-għemejjel (koroh u ħziena) tagħhom (u għalhekk) jinsabu mitlufin bħall-għomja,تابيلحاقق لي ليل داوك لي ما يېممنوش فل-وحرا (فيل-حاييا ل- وحرا) زېيييننيهلهوم ل-عېمېييېل (كوروه و حزيهنا) تاعهوم (و عالهېكك) يينسابو ميتلوفين بحالل-عوميا
27,An-Naml,5,"Huma dawk li għandhom (jistenniehom) kastig mill-agħar (f'din id-dinja), u fl-Oħra huma l-aktar tellifin (għaliex il- kastig se jkun għal dejjem)",هوما داوك لي عاندهوم (ييستېننيههوم) كاستيگ ميلل-اعار (ف'دين يد-دينيا)، و فل-وحرا هوما ل-اكتار تېلليفين (عاليهش يل- كاستيگ سې يكون عال دېييېم)
27,An-Naml,6,"Tassew li inti (Muħammad) qiegħed. tingħata. (dan). il- Qoran mingħand Wieħed Għaref, jaf kolloxi",تاسسېو لي ينتي (محمد) قيهعېد. تينعاتا. (دان). يل- قرآن مينعاند ويهحېد عارېف، ياف كوللوشي
27,An-Naml,7,"(Ftakar) meta Mosc qal lil niesu: 'Jiena qiegħed nilmaħ nar, Minnu se ngibilkom aħbar (dwar fejn ninsabu), jew ingibilkom. zokk imkebbes (/minnu) biex forsi. tisħnu (madwaru)",(فتاكار) مېتا موسى قال ليل نيهسو: 'ييهنا قيهعېد نيلماح نار، ميننو سې نگيبيلكوم احبار (دوار فېين نينسابو)، يېو ينگيبيلكوم. زوكك يمكېببېس (/ميننو) بيهش فورسي. تيسحنو (مادوارو)
27,An-Naml,8,"U meta (Mosc) wasal ħdejh, huwa ssejjaħ ( 4. ntqal lilu hekk): Imbierek min jinsab ħdejn in-nar (Mosc), u min jinsab madwaru (l-angli u nies Mosc), u sebħ lil Alla Sid il- ħolqient",و مېتا (موسى) واسال حدېيه، هووا سسېيياح ( 4. نتقال ليلو هېكك): يمبيهرېك مين يينساب حدېين ين-نار (موسى)، و مين يينساب مادوارو (ل-انگلي و نيهس موسى)، و سېبح ليل الله سيد يل- حولقيهنت
27,An-Naml,9,"Ja'Mosc, huwa Jiena tabilħaqq: Alla, il-Qawwi, l-Għarefl",يا'موسى، هووا ييهنا تابيلحاقق: الله، يل-قاووي، ل-عارېفل
27,An-Naml,10,"Ixħet il-ħatar tiegħekf' U meta. (Mosc il-ħatar) rah jitħarrek (bil-ħeffa) bħal lifgħa, huwa ħarab u ta dahru (mbezza'), u ma regax lura. (Izda Alla sejjaħlu lura u qallu): SMosg, la tibzax: Miegħi ma jibzgħux il-Mibgħutin",يشحېت يل-حاتار تيهعېكف' و مېتا. (موسى يل-حاتار) راه ييتحاررېك (بيل-حېففا) بحال ليفعا، هووا حاراب و تا داهرو (مبېززا')، و ما رېگاش لورا. (يزدا الله سېيياحلو لورا و قاللو): سموسگ، لا تيبزاش: ميهعي ما ييبزعوش يل-ميبعوتين
27,An-Naml,11,"ħlief min għamel il-ħazen, imbagħad biddel il-ħazen fit- tajjeb. Jiena tabilħaqq kollni maħfra, Ħanin",حليهف مين عامېل يل-حازېن، يمباعاد بيددېل يل-حازېن فيت- تاييېب. ييهنا تابيلحاقق كوللني ماحفرا، حانين
27,An-Naml,12,Daħħal idek f'ħobbok (u ara) toħrog bajda (silg u tiddi) mingħajr ħsara; (dawn huma) fost id-disa' sinjali għall- Fargħun u niesu. Huma tabilħaqq nies ħzienal,داححال يدېك ف'حوببوك (و ارا) توحروگ بايدا (سيلگ و تيددي) مينعاير حسارا؛ (داون هوما) فوست يد-ديسا' سينيالي عالل- فارعون و نيهسو. هوما تابيلحاقق نيهس حزيهنال
27,An-Naml,13,"U meta gewhom is-sinjali tagħna fid-dieher, (il-Fargħun u niesu) qalu: ''Dan seħer fid-dieher",و مېتا گېوهوم يس-سينيالي تاعنا فيد-ديههېر، (يل-فارعون و نيهسو) قالو: ''دان سېحېر فيد-ديههېر
27,An-Naml,14,"Huma caħduhom, b'ingustizzja u b'arroganza, minkejja. li fihom infushom kienu emmnu sew (f'dawk is-sinjali). Mela ara kif kien it-tmiem ta' nies il-ħsaral",هوما كاحدوهوم، ب'ينگوستيززيا و ب'ارروگانزا، مينكېييا. لي فيهوم ينفوسهوم كيهنو ېممنو سېو (ف'داوك يس-سينيالي). مېلا ارا كيف كيهن يت-تميهم تا' نيهس يل-حسارال
27,An-Naml,15,"Tassew li lil David u lil Salamun tajniehom għarfien, u huma t-tnejn qalu: 'IKun imfaħħar Alla li ppreferiena minn ħafna mill-qaddejja tiegħu li jemmnul",تاسسېو لي ليل داڤيد و ليل سالامون تاينيههوم عارفيهن، و هوما ت-تنېين قالو: 'يكون يمفاححار الله لي پپرېفېريهنا مينن حافنا ميلل-قاددېييا تيهعو لي يېممنول
27,An-Naml,16,"Salamun wiret lil David u qal: ''Ja nies, aħna konna mgħallmin ilsien it-tajr, u ngħatajna minn kollox. Din tassew hija t-tjieba fid-diehert",سالامون ويرېت ليل داڤيد و قال: ''يا نيهس، احنا كوننا معاللمين يلسيهن يت-تاير، و نعاتاينا مينن كوللوش. دين تاسسېو هييا ت-تييهبا فيد-ديههېرت
27,An-Naml,17,"U ngabru għal Salamun il-qawwiet tiegħu (magħmula) mill-gnn, min-nies, u mit-tajr, u baqgħu saff saff wara xulxin (fil-mixi tagħhom)",و نگابرو عال سالامون يل-قاوويهت تيهعو (ماعمولا) ميلل-گنن، مين-نيهس، و ميت-تاير، و باقعو سافف سافف وارا شولشين (فيل-ميشي تاعهوم)
27,An-Naml,18,"U meta gew f'Wied in-Nemel, nemla (minnhom) qalet: €Ja nemel, idħlu fil-bejtiet tagħkom li ma jgħaffzukomx Salamun u l-qawwiet tiegħu, mingħajr ma jintebħu (mhux għaliex iridu jirfsukom)U",و مېتا گېو ف'ويهد ين-نېمېل، نېملا (ميننهوم) قالېت: €يا نېمېل، يدحلو فيل-بېيتيهت تاعكوم لي ما يعاففزوكومش سالامون و ل-قاوويهت تيهعو، مينعاير ما يينتېبحو (مهوش عاليهش يريدو ييرفسوكوم)و
27,An-Naml,19,"(Salamun) tbissem, daħak għal kliemha u qal: ''Sidi (il- Mulej), ħallini nkun nafħulek tal-grazzja tiegħek miegħi, ma' missieri u ma' ommi, u nagħmel il-gid li jkun jogħgbok, u bil-Ħniena tiegħek daħħalni fost il-qaddejja gusti tiegħek",(سالامون) تبيسسېم، داحاك عال كليهمها و قال: ''سيدي (يل- مولېي)، حالليني نكون نافحولېك تال-گراززيا تيهعېك ميهعي، ما' ميسسيهري و ما' وممي، و ناعمېل يل-گيد لي يكون يوعگبوك، و بيل-حنيهنا تيهعېك داححالني فوست يل-قاددېييا گوستي تيهعېك
27,An-Naml,20,"U (Salamun) spezzjona t-tajr, u qal: 'Għaliex m'iniex nara d-daqquqa tat-toppu/ Jaqaw mhux hawn (i telqet mingħajr il-permess tiegħi)",و (سالامون) سپېززيونا ت-تاير، و قال: 'عاليهش م'ينيهش نارا د-داققوقا تات-توپپو/ ياقاو مهوش هاون (ي تېلقېت مينعاير يل-پېرمېسس تيهعي)
27,An-Naml,21,"Tassew nagħtiha kastig kbir, jew tassew noqtolha, ħlief jekk tigini b'raguni tajba (għaliex ma hijiex qiegħda hawnjU)",تاسسېو ناعتيها كاستيگ كبير، يېو تاسسېو نوقتولها، حليهف يېكك تيگيني ب'راگوني تايبا (عاليهش ما هيييهش قيهعدا هاونيو)
27,An-Naml,22,"(Id-daqquqa tat-toppu) ma damitx imbiegħda, u qalet: SSirt naf b'dak li'inti (Salamun, fl-għerf tiegħek kollu) ma tafx, u gejt għandek minn (art) Saba (fil-Jemen) b'aħbar li tista' toqgħod fuqha",(يد-داققوقا تات-توپپو) ما داميتش يمبيهعدا، و قالېت: سسيرت ناف ب'داك لي'ينتي (سالامون، فل-عېرف تيهعېك كوللو) ما تافش، و گېيت عاندېك مينن (ارت) سابا (فيل-يېمېن) ب'احبار لي تيستا' توقعود فوقها
27,An-Naml,23,"Jiena tabilħaqq sibt mara ssaltan fuqhom, li: ngħatat minn kollox, u għandha tron kbir (mill-isbaħ)",ييهنا تابيلحاقق سيبت مارا سسالتان فوقهوم، لي: نعاتات مينن كوللوش، و عاندها ترون كبير (ميلل-يسباح)
27,An-Naml,24,"Sibt lilha u lil-niesha mixħutin fl-art iqimu lix-xemx, minflok lil-Alla, u x-Xitan zejnilhom l-għemejjel (fiergħa) tagħhom (biex b'hekk ħasbu li qegħdin jagħmlu sew) u zammhom mit-triq (it-tajba). Għalhekk ma' humiex mexjin sew",سيبت ليلها و ليل-نيهسها ميشحوتين فل-ارت يقيمو ليش-شېمش، مينفلوك ليل-الله، و ش-شيتان زېينيلهوم ل-عېمېييېل (فيهرعا) تاعهوم (بيهش ب'هېكك حاسبو لي قېعدين ياعملو سېو) و زاممهوم ميت-تريق (يت-تايبا). عالهېكك ما' هوميهش مېشيين سېو
27,An-Naml,25,"għaliex ma jqimux lil Alla, (Dak) li joħrog (fid-dieher kulma hu) moħbi fis-smewwiet u fl-art, u li jaf dak li taħbu u dak li turu fil-beraħ",عاليهش ما يقيموش ليل الله، (داك) لي يوحروگ (فيد-ديههېر كولما هو) موحبي فيس-سمېوويهت و فل-ارت، و لي ياف داك لي تاحبو و داك لي تورو فيل-بېراح
27,An-Naml,26,Alla ma hemmx alla (ieħor) ħliefu Sid it-Tron il- kbirt,الله ما هېممش الله (يهحور) حليهفو سيد يت-ترون يل- كبيرت
27,An-Naml,27,"Qal (Salamun lid-daqquqa tat-toppu): 'Se naraw jekk għedtx is-sewwa, jew intix mill-giddibint",قال (سالامون ليد-داققوقا تات-توپپو): 'سې ناراو يېكك عېدتش يس-سېووا، يېو ينتيش ميلل-گيدديبينت
27,An-Naml,28,"Mur b'dan il-messagg tiegħi (f'arr Saba) u wassalhulhom, imbagħad warrab minn ħdejhom u ara x'se jwiegbu",مور ب'دان يل-مېسساگگ تيهعي (ف'ارر سابا) و واسسالهولهوم، يمباعاد وارراب مينن حدېيهوم و ارا ش'سې يويهگبو
27,An-Naml,29,"(is-sultana) qalet: 'Ja kbarat, wasalli tabilħaqq messagg ta' gieħ",(يس-سولتانا) قالېت: 'يا كبارات، واساللي تابيلحاقق مېسساگگ تا' گيهح
27,An-Naml,30,"Tabilħaqq huwa (messagg) minn Salamun u. (jgħid hekk): 'F'Isem Alla, Kollu Ħniena, il-Ħanin",تابيلحاقق هووا (مېسساگگ) مينن سالامون و. (يعيد هېكك): 'ف'يسېم الله، كوللو حنيهنا، يل-حانين
27,An-Naml,31,"Togħlewx fuqi, u ejjew għandi ta' Misilmin (mitluqin f'idejn Alla)i",توعلېوش فوقي، و ېييېو عاندي تا' ميسيلمين (ميتلوقين ف'يدېين الله)ي
27,An-Naml,32,"Qalet (is-sultana): ''Ja kbarat, għiduli x'għandi nagħmel f'din il-ħaga tiegħi, (għaliex) jiena ma naqta' xejn mingħajr ma tkunu prezenti miegħi ( 4 tgħiduli x'inhu l- aħjar li jsir)",قالېت (يس-سولتانا): ''يا كبارات، عيدولي ش'عاندي ناعمېل ف'دين يل-حاگا تيهعي، (عاليهش) ييهنا ما ناقتا' شېين مينعاير ما تكونو پرېزېنتي ميهعي ( 4 تعيدولي ش'ينهو ل- احيار لي يسير)
27,An-Naml,33,"(Qaluflha): 'Aħna nies ta' qawwa u qilla kbira' (fir- taqbid), izda l-amar f'idejkl Mela ara xi trid tamar (u aħna nagħmlu li tqabbadna) U",(قالوفلها): 'احنا نيهس تا' قاووا و قيللا كبيرا' (فير- تاقبيد)، يزدا ل-امار ف'يدېيكل مېلا ارا شي تريد تامار (و احنا ناعملو لي تقاببادنا) و
27,An-Naml,34,Qalet: 'Meta s-slaten jidħlu f'xi belt huma jħarbtuha u jkasbru lill-aqwa fost niesha. Hekk jagħmlu,قالېت: 'مېتا س-سلاتېن ييدحلو ف'شي بېلت هوما يحاربتوها و يكاسبرو ليلل-اقوا فوست نيهسها. هېكك ياعملو
27,An-Naml,35,Jiena tabilħaqq se nibagħtilhom rigal u (imbagħad) nara b'xiex se jigu lura l-mibgħutin,ييهنا تابيلحاقق سې نيباعتيلهوم ريگال و (يمباعاد) نارا ب'شيهش سې ييگو لورا ل-ميبعوتين
27,An-Naml,36,"Meta (il-mibgħut tas-sultana ta' Saba) gie għand Salamun (bir-rigal tagħha, Salamun) qal: 'Qegħdin tagħtuni (dan) il- gid meta dak li tani Alla huwa aħjar milli ta lilkom Let Intom tifirħu bir-rigal tagħkom (għaliex intom nies li tħobbu l-gid ta' din id-dinja)",مېتا (يل-ميبعوت تاس-سولتانا تا' سابا) گيه عاند سالامون (بير-ريگال تاعها، سالامون) قال: 'قېعدين تاعتوني (دان) يل- گيد مېتا داك لي تاني الله هووا احيار ميللي تا ليلكوم لېت ينتوم تيفيرحو بير-ريگال تاعكوم (عاليهش ينتوم نيهس لي تحوببو ل-گيد تا' دين يد-دينيا)
27,An-Naml,37,"Erga' lura għandhoml Aħna: tassew. nigu. għalihom b'qawwiet li: (nieskom) ma jkunux jistgħu għalihom, U noħorguhom imkasbrin minn hemm (minn Saba), u huma jkunu mcekknint",ېرگا' لورا عاندهومل احنا: تاسسېو. نيگو. عاليهوم ب'قاوويهت لي: (نيهسكوم) ما يكونوش ييستعو عاليهوم، و نوحورگوهوم يمكاسبرين مينن هېمم (مينن سابا)، و هوما يكونو مكېككنينت
27,An-Naml,38,"Qal (Salamun): ''Ja kbarat, min minnkom igibli t-tron tagħha, qabel ma jigu għandi, lesti li joqogħdu għalija",قال (سالامون): ''يا كبارات، مين ميننكوم يگيبلي ت-ترون تاعها، قابېل ما ييگو عاندي، لېستي لي يوقوعدو عالييا
27,An-Naml,39,Għafrit minn fost il-ginn qal: 'Jiena ngibhulek qabel ma tqum minn postok (minn fuq it-tron tiegħek illejla)l Jiena tabilħaqq qawwi (bizzejjed) għalih (it-tron u nifilħu) u tista' tafdani,عافريت مينن فوست يل-گينن قال: 'ييهنا نگيبهولېك قابېل ما تقوم مينن پوستوك (مينن فوق يت-ترون تيهعېك يللېيلا)ل ييهنا تابيلحاقق قاووي (بيززېييېد) عاليه (يت-ترون و نيفيلحو) و تيستا' تافداني
27,An-Naml,40,"Dak li kellu għarfien mill-Ktieb qal: 'Jiena ngibhulek, f'tebqa ta' għajn minn tiegħekl' U meta (Salamun) rah imqiegħed fis-sod quddiemu, qal: 'Dan (kollu gej) mil- tjieba ta' Sidi (il-Mulej), biex igarrabni (u jara) jekk nizzix ħajr, jew inkunx ingrat. U min jizzi ħajr (lil Alla), jizzi ħajr għalih innifsu ( 4 għall-gid tiegħu), u min ikun ingrat, (għandu jkun jaf li) Alla ma jonqsu xejn, u Wisq Generuzi",داك لي كېللو عارفيهن ميلل-كتيهب قال: 'ييهنا نگيبهولېك، ف'تېبقا تا' عاين مينن تيهعېكل' و مېتا (سالامون) راه يمقيهعېد فيس-سود قودديهمو، قال: 'دان (كوللو گېي) ميل- تييهبا تا' سيدي (يل-مولېي)، بيهش يگاررابني (و يارا) يېكك نيززيش حاير، يېو ينكونش ينگرات. و مين ييززي حاير (ليل الله)، ييززي حاير عاليه يننيفسو ( 4 عالل-گيد تيهعو)، و مين يكون ينگرات، (عاندو يكون ياف لي) الله ما يونقسو شېين، و ويسق گېنېروزي
27,An-Naml,41,"(Qalcilhom Salamun): ''Agħmlulha t-tron tagħha b'mod li ma tagħrfux u naraw jekk tasalx għas-sewwa, jew tkunx minn dawk li ma jaslux għalih",(قالكيلهوم سالامون): ''اعملولها ت-ترون تاعها ب'مود لي ما تاعرفوش و ناراو يېكك تاسالش عاس-سېووا، يېو تكونش مينن داوك لي ما ياسلوش عاليه
