surah_number,surah_name,ayat_number,text_latin,text_arabic,source_status,publishable
24,Nur,11,"(Bu) töhmeti toslanlar, elbetde, öz içiňizden bir topardyr. Siz muny şer hasaplamaň, tersine, ol siziň üçin haýyrdyr. Olaryň içinden her haýsyna öz eden günäsiniň jezasy berler. Olardan bu günäniň has ulusy ýüklenene bolsa uly bir azap bardyr.",(بۇ) تۆھمەتی توسلانلار، ئەلبەتدە، ئۆز ئیچیڭیزدەن بیر توپاردیر۔ سیز مۇنی شەر ھاساپلاماڭ، تەرسینە، ئول سیزیڭ ئۈچین ھاییردیر۔ ئولاریڭ ئیچیندەن ھەر ھایسینا ئۆز ئەدەن گۈنەسینیڭ جەزاسی بەرلەر۔ ئولاردان بۇ گۈنەنیڭ ھاس ئۇلۇسی یۈکلەنەنە بولسا ئۇلی بیر ازاپ باردیر۔,OK,True
24,Nur,12,"Käşgä, bu habary eşideniňizde mömin erkekler we aýallar öz ýanlaryndan ýagşy pikirde bolup, «Bu äşgär töhmetdir» diýsediler.",کەشگە، بۇ ھاباری ئەشیدەنیڭیزدە مۆمین ئەرکەکلەر وە ایاللار ئۆز یانلاریندان یاگشی پیکیردە بولۇپ، «بۇ ئەشگەر تۆھمەتدیر» دییسەدیلەر۔,OK,True
24,Nur,13,"Käşgä, olar (Hezreti Aýşa töhmet atanlar) bu waka dört şaýat getirsediler. Eger şaýatlary getirip bilmedik bolsalar,",کەشگە، ئولار (ھەزرەتی ایشا تۆھمەت اتانلار) بۇ واکا دۆرت شایات گەتیرسەدیلەر۔ ئەگەر شایاتلاری گەتیریپ بیلمەدیک بولسالار،,OK,True
24,Nur,14,"Eger size dünýäde we ahyretde Allanyň ýagşylygy we merhemeti bolmadyk bolsady, takyk, (bu töhmetiňiz sebäpli), size uly bir azap berlerdi.",ئەگەر سیزە دۈنیەدە وە اھیرەتدە الله‌ڭ یاگشیلیگی وە مەرھەمەتی بولمادیک بولسادی، تاکیک، (بۇ تۆھمەتیڭیز سەبەپلی)، سیزە ئۇلی بیر ازاپ بەرلەردی۔,OK,True
24,Nur,15,"Siz bu töhmeti biri-biriňize aýdýarysyňyz, bilmeýän zadyňyzy (töhmeti) diliňize alýarsyňyz. Allanyň ýanynda örän uly günä hasaplanýan zady öz ýanyňyzdan ähmiýetsiz hasaplaýarsyňyz.",سیز بۇ تۆھمەتی بیری-بیریڭیزە ایدیاریسیڭیز، بیلمەیەن زادیڭیزی (تۆھمەتی) دیلیڭیزە الیارسیڭیز۔ الله‌ڭ یانیندا ئۆرەن ئۇلی گۈنە ھاساپلانیان زادی ئۆز یانیڭیزدان ئەھمییەتسیز ھاساپلایارسیڭیز۔,OK,True
24,Nur,16,"Käşgä, bu habary eşideniňizde: «Bu myş-myşy aýdyp ýörmek bize ýaraşmaz. Eý, päk Alla! Bu örän uly töhmetdir» diýseňiz bolmazmydy?!.",کەشگە، بۇ ھاباری ئەشیدەنیڭیزدە: «بۇ میش-میشی ایدیپ یۆرمەک بیزە یاراشماز۔ ئەی، پەک الله! بۇ ئۆرەن ئۇلی تۆھمەتدیر» دییسەڭیز بولمازمیدی؟!۔,OK,True
24,Nur,17,"Alla size, eger mömin bolsaňyz, şunuň ýaly işi hiç haçan gaýtalamazlygyňyzy nesihat edýär.",الله سیزە، ئەگەر مۆمین بولساڭیز، شۇنۇڭ یالی ئیشی ھیچ ھاچان گایتالامازلیگیڭیزی نەسیھات ئەدیەر۔,OK,True
24,Nur,18,"Alla size öz aýatlaryny we gözel ahlaklary düşündirýär. Alla (ähli zady) bilýändir, hikmet eýesidir.",الله سیزە ئۆز ایاتلارینی وە گۆزەل اھلاکلاری دۈشۈندیریەر۔ الله (ئەھلی زادی) بیلیەندیر، ھیکمەت ئەیەسیدیر۔,OK,True
24,Nur,19,"Iman getirenleriň arasynda erbet sözleri (habarlary) ýaýratmagy halaýanlar üçin dünýäde we ahyretde jebir-jepaly azap bardyr. Alla bilýär, siz bolsa bilmeýärsiňiz.",ئیمان گەتیرەنلەریڭ اراسیندا ئەربەت سۆزلەری (ھابارلاری) یایراتماگی ھالایانلار ئۈچین دۈنیەدە وە اھیرەتدە جەبیر-جەپالی ازاپ باردیر۔ الله بیلیەر، سیز بولسا بیلمەیەرسیڭیز۔,OK,True
24,Nur,20,"Eger size Allanyň pazly-keremi we merhemeti bolmadyk bolsady, Alla örän Mähirli we Rehim-şepagatly bolmadyk bolsady (siziň ýagdaýyňyz, gör, nähili gözgyny bolardy)!",ئەگەر سیزە الله‌ڭ پازلی-کەرەمی وە مەرھەمەتی بولمادیک بولسادی، الله ئۆرەن مەھیرلی وە رەھیم-شەپاگاتلی بولمادیک بولسادی (سیزیڭ یاگداییڭیز، گۆر، نەھیلی گۆزگینی بولاردی)!,OK,True
24,Nur,21,"Eý, iman getirenler! Şeýtanyň ädimleriniň (yzyna) düşmäň! Kim şeýtanyň ädimleriniň (yzyna) düşse, onuň (şeýtanyň) bozuklygy we erbetligi ündeýändigini bilsin! Eger size Allanyň pazly-keremi we merhemeti bolmadyk bolsady, siziň hiç haýsyňyz hiç haçan (günäden) päklenip bilmezdiňiz. Emma Alla öz islänini (günälerden) päkleýändir. Alla (ähli zady) eşidýändir, bilýändir.",ئەی، ئیمان گەتیرەنلەر! شەیتانیڭ ئەدیملەرینیڭ (یزینا) دۈشمەڭ! کیم شەیتانیڭ ئەدیملەرینیڭ (یزینا) دۈشسە، ئونۇڭ (شەیتانیڭ) بوزۇکلیگی وە ئەربەتلیگی ئۈندەیەندیگینی بیلسین! ئەگەر سیزە الله‌ڭ پازلی-کەرەمی وە مەرھەمەتی بولمادیک بولسادی، سیزیڭ ھیچ ھایسیڭیز ھیچ ھاچان (گۈنەدەن) پەکلەنیپ بیلمەزدیڭیز۔ ئەمما الله ئۆز ئیسلەنینی (گۈنەلەردەن) پەکلەیەندیر۔ الله (ئەھلی زادی) ئەشیدیەندیر، بیلیەندیر۔,OK,True
24,Nur,22,"Siziň araňyzdan atly-abraýly we gurply bolanlaryňyz garyndaşlaryna, ýoksullara we Allanyň ýolunda göç edenlere haýyr-sahawat etmezlige kasam etmesin! Gaýtam, (tersine) olary bagyşlasynlar we hoşniýetli bolsunlar! Siz Allanyň özüňizi bagyşlamagyny islemeýärsiňizmi? Alla Bagyşlaýjydyr, Rehim-şepagatlydyr.",سیزیڭ اراڭیزدان اتلی-ابرایلی وە گۇرپلی بولانلاریڭیز گارینداشلارینا، یوکسۇللارا وە الله‌ڭ یولۇندا گۆچ ئەدەنلەرە ھاییر-ساھاوات ئەتمەزلیگە کاسام ئەتمەسین! گایتام، (تەرسینە) ئولاری باگیشلاسینلار وە ھوشنییەتلی بولسۇنلار! سیز الله‌ڭ ئۆزۈڭیزی باگیشلاماگینی ئیسلەمەیەرسیڭیزمی؟ الله باگیشلایجیدیر، رەھیم-شەپاگاتلیدیر۔,OK,True
24,Nur,23,"Namysly, erbetliklerden bihabar mömin aýallara (zynakärlikde) töhmet atanlar, dünýäde-de, ahyretde-de nälet edilenlerdir. Olar üçin örän uly azap bardyr.",نامیسلی، ئەربەتلیکلەردەن بیھابار مۆمین ایاللارا (زیناکەرلیکدە) تۆھمەت اتانلار، دۈنیەدە-دە، اھیرەتدە-دە نەلەت ئەدیلەنلەردیر۔ ئولار ئۈچین ئۆرەن ئۇلی ازاپ باردیر۔,OK,True
24,Nur,24,"Ol (jeza) gününde olaryň dilleri, elleri we aýaklary eden etmişlerine şaýatlyk ederler.",ئول (جەزا) گۈنۈندە ئولاریڭ دیللەری، ئەللەری وە ایاکلاری ئەدەن ئەتمیشلەرینە شایاتلیک ئەدەرلەر۔,OK,True
24,Nur,25,Ol gün Alla olara özleriniň mynasyp bolan jezalaryny doly berer we olar,ئول گۈن الله ئولارا ئۆزلەرینیڭ میناسیپ بولان جەزالارینی دولی بەرەر وە ئولار,OK,True
24,Nur,26,"Näpäk aýallara näpäk erkekler, näpäk erkeklere hem näpäk aýallar mynasypdyr. Päk aýallara päk erkekler, päk erkeklere bolsa päk aýallar mynasypdyr! Bular (töhmetçileriň) aýdýan zatlaryndan daşdyrlar. Olar üçin ýalkaw we mübärek rysgal bardyr.",نەپەک ایاللارا نەپەک ئەرکەکلەر، نەپەک ئەرکەکلەرە ھەم نەپەک ایاللار میناسیپدیر۔ پەک ایاللارا پەک ئەرکەکلەر، پەک ئەرکەکلەرە بولسا پەک ایاللار میناسیپدیر! بۇلار (تۆھمەتچیلەریڭ) ایدیان زاتلاریندان داشدیرلار۔ ئولار ئۈچین یالکاو وە مۈبەرەک رزق باردیر۔,OK,True
24,Nur,27,"Eý, iman getirenler! Özüňiziňki bolmadyk keseki öýlere rugsat soramazdan we eýelerine salam bermezden girmäň! Bu siziň üçin bähbitlidir. Bu hakda (oýlanyp) pikir edersiňiz diýip (şeýle öwüt berýäris)!",ئەی، ئیمان گەتیرەنلەر! ئۆزۈڭیزیڭکی بولمادیک کەسەکی ئۆیلەرە رۇگسات سورامازدان وە ئەیەلەرینە سالام بەرمەزدەن گیرمەڭ! بۇ سیزیڭ ئۈچین بەھبیتلیدیر۔ بۇ ھاکدا (ئویلانیپ) پیکیر ئەدەرسیڭیز دیییپ (شەیلە ئۆوۈت بەریەریس)!,OK,True
24,Nur,28,"Eger (öýüň) içinde hiç kimi tapmasaňyz (adam ýok bolsa), tä özüňize rugsat berilýänçä, (ol öýe) girmäň! Eger size «Yzyňyza dolanyň!» diýilse, dessine yzyňyza dolanyň! Bu siziň üçin has arassa (şübhesiz) hereketdir. Alla siziň edýän işleriňizi bilýändir.",ئەگەر (ئۆیۈڭ) ئیچیندە ھیچ کیمی تاپماساڭیز (ادام یوک بولسا)، تە ئۆزۈڭیزە رۇگسات بەریلیەنچە، (ئول ئۆیە) گیرمەڭ! ئەگەر سیزە «یزیڭیزا دولانیڭ!» دیییلسە، دەسسینە یزیڭیزا دولانیڭ! بۇ سیزیڭ ئۈچین ھاس اراسسا (شۈبھەسیز) ھەرەکەتدیر۔ الله سیزیڭ ئەدیەن ئیشلەریڭیزی بیلیەندیر۔,OK,True
24,Nur,29,"(Biziň üçin) mesgen bolmadyk (myhmanhana, metjit ýaly), özüňize degişli goşlaryňyz bar bolan öýlere (rugsat soraman) girmegiňizde size hiçhili günäkärçilik ýokdur. Alla siziň äşgär edýän (amallaryňyzy) hem, gizleýän (işleriňizi) hem bilýändir.",(بیزیڭ ئۈچین) مەسگەن بولمادیک (میھمانھانا، مەتجیت یالی)، ئۆزۈڭیزە دەگیشلی گوشلاریڭیز بار بولان ئۆیلەرە (رۇگسات سورامان) گیرمەگیڭیزدە سیزە ھیچھیلی گۈنەکەرچیلیک یوکدۇر۔ الله سیزیڭ ئەشگەر ئەدیەن (اماللاریڭیزی) ھەم، گیزلەیەن (ئیشلەریڭیزی) ھەم بیلیەندیر۔,OK,True
24,Nur,30,"(Eý, Muhammet!) Mömin erkeklere aýt: «Gözlerini (nämährem aýallara seretmekden) saklasynlar we ujytlaryny (haramdan) gorasynlar». Bu olar üçin has arassa ýoldur. Takyk, Alla olaryň edýän zatlaryndan habardardyr.",(ئەی، محمد!) مۆمین ئەرکەکلەرە ایت: «گۆزلەرینی (نەمەھرەم ایاللارا سەرەتمەکدەن) ساکلاسینلار وە ئۇجیتلارینی (ھارامدان) گوراسینلار»۔ بۇ ئولار ئۈچین ھاس اراسسا یولدۇر۔ تاکیک، الله ئولاریڭ ئەدیەن زاتلاریندان ھابارداردیر۔,OK,True
24,Nur,31,"Mömin aýallara hem aýt: «Gözlerini (nämährem erkeklere seretmekden) saklasynlar we eteklerini (jynsy agzalaryny haramdan) gorasynlar, (geýimlikä) görünýän ýerlerinden galan beýleki zynatlaryny (beden agzalaryny nämähremlere) görkezmesinler. Ýaglyklary bilen gursaklarynyň üstüni ýapsynlar. Olar ýanýoldaşlaryndan, kakalaryndan, gaýnatalaryndan, öz ogullaryndan, ýanýoldaşynyň ogullaryndan, erkek doganlaryndan, erkek doganlarynyň ogullaryndan, aýal doganlarynyň ogullaryndan, (özlerine degişli hyzmarkär zenan ýa-da özleri ýaly musulman) aýallardan, şeýle hem gol astyndaky (gul-gyrnaklardan), aýallara (jynsy) duýgusy galmadyk erkek (hyzmatkärlerden), aýallaryň uýat ýerlerinden bihabar çagalardan başgalara beden agzalaryny görkezmesinler. Ýöränlerinde gizlin bezeglerini görkezjek bolup (özlerine üns çekiljek derejede) ýöremesinler. Eý, iman getirenler! Halas bolmagyňyz üçin hemmäňiz Alla toba ediň!",مۆمین ایاللارا ھەم ایت: «گۆزلەرینی (نەمەھرەم ئەرکەکلەرە سەرەتمەکدەن) ساکلاسینلار وە ئەتەکلەرینی (جینسی اگزالارینی ھارامدان) گوراسینلار، (گەییملیکە) گۆرۈنیەن یەرلەریندەن گالان بەیلەکی زیناتلارینی (بەدەن اگزالارینی نەمەھرەملەرە) گۆرکەزمەسینلەر۔ یاگلیکلاری بیلەن گۇرساکلارینیڭ ئۈستۈنی یاپسینلار۔ ئولار یانیولداشلاریندان، کاکالاریندان، گایناتالاریندان، ئۆز ئوگۇللاریندان، یانیولداشینیڭ ئوگۇللاریندان، ئەرکەک دوگانلاریندان، ئەرکەک دوگانلارینیڭ ئوگۇللاریندان، ایال دوگانلارینیڭ ئوگۇللاریندان، (ئۆزلەرینە دەگیشلی ھیزمارکەر زەنان یا-دا ئۆزلەری یالی مۇسۇلمان) ایاللاردان، شەیلە ھەم گول استینداکی (گۇل-گیرناکلاردان)، ایاللارا (جینسی) دۇیگۇسی گالمادیک ئەرکەک (ھیزماتکەرلەردەن)، ایاللاریڭ ئۇیات یەرلەریندەن بیھابار چاگالاردان باشگالارا بەدەن اگزالارینی گۆرکەزمەسینلەر۔ یۆرەنلەریندە گیزلین بەزەگلەرینی گۆرکەزجەک بولۇپ (ئۆزلەرینە ئۈنس چەکیلجەک دەرەجەدە) یۆرەمەسینلەر۔ ئەی، ئیمان گەتیرەنلەر! ھالاس بولماگیڭیز ئۈچین ھەممەڭیز الله توبا ئەدیڭ!,OK,True
24,Nur,32,"Araňyzdaky sallahlary (öýeriň), şeýle-de ýagşy ahlakly gullaryňyzy (öýeriň), gyrnaklaryňyzy hem (durmuşa çykaryň). Eger olar garyp bolsalar, Alla olary Öz pazly-keremi bilen gurply eder. Allanyň pazly-keremi giňdir, ähli zady bilýändir.",اراڭیزداکی ساللاھلاری (ئۆیەریڭ)، شەیلە-دە یاگشی اھلاکلی گۇللاریڭیزی (ئۆیەریڭ)، گیرناکلاریڭیزی ھەم (دۇرمۇشا چیکاریڭ)۔ ئەگەر ئولار گاریپ بولسالار، الله ئولاری ئۆز پازلی-کەرەمی بیلەن گۇرپلی ئەدەر۔ الله‌ڭ پازلی-کەرەمی گیڭدیر، ئەھلی زادی بیلیەندیر۔,OK,True
24,Nur,33,"Öýlenip bilmeýänler bolsa, Alla Öz pazly-keremi bilen gurplandyrýança, özlerini (zynadan, haramdan) päk saklasynlar! Gol astyňyzydaky (gulgyrnaklar azat edilmekleri meselesinde siziň bilen) şertnama baglaşmak isleseler, eger olara bähbitli bolar öýtseňiz, dessine şertnama baglaşyň! Allanyň size beren emläginden olara hem beriň. Dünýä ýaşaýşynyň wagtlaýyn (pany) bähbitlerine eýe bolaly diýip, namysly ýaşamak isleýän gyrnaklaryňyzy bozuklyga mejbur etmäň! Kimdir biri olary muňa mejbur etse, onda Alla, biygtyýar ýagdaýa düşendikleri üçin, olary bagyşlar we merhemet eder.",ئۆیلەنیپ بیلمەیەنلەر بولسا، الله ئۆز پازلی-کەرەمی بیلەن گۇرپلاندیریانچا، ئۆزلەرینی (زینادان، ھارامدان) پەک ساکلاسینلار! گول استیڭیزیداکی (گۇلگیرناکلار ازات ئەدیلمەکلەری مەسەلەسیندە سیزیڭ بیلەن) شەرتناما باگلاشماک ئیسلەسەلەر، ئەگەر ئولارا بەھبیتلی بولار ئۆیتسەڭیز، دەسسینە شەرتناما باگلاشیڭ! الله‌ڭ سیزە بەرەن ئەملەگیندەن ئولارا ھەم بەریڭ۔ دۈنیە یاشایشینیڭ واگتلایین (پانی) بەھبیتلەرینە ئەیە بولالی دیییپ، نامیسلی یاشاماک ئیسلەیەن گیرناکلاریڭیزی بوزۇکلیگا مەجبۇر ئەتمەڭ! کیمدیر بیری ئولاری مۇڭا مەجبۇر ئەتسە، ئوندا الله، بییگتییار یاگدایا دۈشەندیکلەری ئۈچین، ئولاری باگیشلار وە مەرھەمەت ئەدەر۔,OK,True
24,Nur,34,"Takyk, Biz size ýol görkeziji aýatlar we sizden öň ýaşap geçenleriň durmuşlaryndan mysallar, Alladan gorkýanlar üçin öwüt-nesihatlar inderdik.",تاکیک، بیز سیزە یول گۆرکەزیجی ایاتلار وە سیزدەن ئۆڭ یاشاپ گەچەنلەریڭ دۇرمۇشلاریندان میساللار، الله‌دان گورکیانلار ئۈچین ئۆوۈت-نەسیھاتلار ئیندەردیک۔,OK,True
24,Nur,35,"Alla asmanlaryň we ýeriň nurudyr. Onuň nurunyň (mömin bendeleriň kalbyndaky) mysaly bir tekçäniň üstündäki bir çyra ýaly bolup, ol çyra bir çüýşäniň içinde, ol çüýşe bolsa bir dür ýyldyza meňzeýär. Ol (çyra) gündogary we günbatary bolmadyk (zeminiň",الله اسمانلاریڭ وە یەریڭ نۇرۇدیر۔ ئونۇڭ نۇرۇنیڭ (مۆمین بەندەلەریڭ کالبینداکی) میسالی بیر تەکچەنیڭ ئۈستۈندەکی بیر چیرا یالی بولۇپ، ئول چیرا بیر چۈیشەنیڭ ئیچیندە، ئول چۈیشە بولسا بیر دۈر ییلدیزا مەڭزەیەر۔ ئول (چیرا) گۈندوگاری وە گۈنباتاری بولمادیک (زەمینیڭ,OK,True
24,Nur,36,"(Bu çyra), Allanyň beýgelmegine hem-de içinde Öz adynyň agzalmagyna rugsat eden öýlerindedir (metjitlerdedir). Şol öýleriň içinde (ynsanlar) ertir-agşam Ony tesbih ederler.",(بۇ چیرا)، الله‌ڭ بەیگەلمەگینە ھەم-دە ئیچیندە ئۆز ادینیڭ اگزالماگینا رۇگسات ئەدەن ئۆیلەریندەدیر (مەتجیتلەردەدیر)۔ شول ئۆیلەریڭ ئیچیندە (ینسانلار) ئەرتیر-اگشام ئونی تەسبیھ ئەدەرلەر۔,OK,True
24,Nur,37,"Olar söwda-satygyň özlerine Allany ýatlamaga, namazy berjaý etmäge we zekat bermäge päsgel bermeýän, ýürekleriň we gözleriň agyp-dönüp durjak gününden gorkýan adamlardyr.",ئولار سۆودا-ساتیگیڭ ئۆزلەرینە الله‌نی یاتلاماگا، نماز‌ی بەرجای ئەتمەگە وە زەکات بەرمەگە پەسگەل بەرمەیەن، یۈرەکلەریڭ وە گۆزلەریڭ اگیپ-دۆنۈپ دۇرجاک گۈنۈندەن گورکیان اداملاردیر۔,OK,True
24,Nur,38,Alla olary eden işleriniň iň gowusy bilen sylaglar we Öz pazly-kereminden olara artykmaç hem berer. Alla islänine hasapsyz rysgal berer.,الله ئولاری ئەدەن ئیشلەرینیڭ ئیڭ گووۇسی بیلەن سیلاگلار وە ئۆز پازلی-کەرەمیندەن ئولارا ارتیکماچ ھەم بەرەر۔ الله ئیسلەنینە ھاساپسیز رزق بەرەر۔,OK,True
24,Nur,39,"Inkär edenleriň amallary bolsa sähradaky salgyma meňzär. Teşne adam ony suwdur öýder, (kynçylyk bilen) oňa ýeten wagty bolsa ol ýerde hiç zat tapmaz. Inkär edenler (bu dünýädäki eden işleriniň kyýamatda nepi deger öýdüp,",ئینکەر ئەدەنلەریڭ اماللاری بولسا سەھراداکی سالگیما مەڭزەر۔ تەشنە ادام ئونی سۇودۇر ئۆیدەر، (کینچیلیک بیلەن) ئوڭا یەتەن واگتی بولسا ئول یەردە ھیچ زات تاپماز۔ ئینکەر ئەدەنلەر (بۇ دۈنیەدەکی ئەدەن ئیشلەرینیڭ کییاماتدا نەپی دەگەر ئۆیدۈپ،,OK,True
24,Nur,40,"Ýa-da (kapyrlaryň amallary) möwç urýan düýpsüz deňizdäki tümlüge meňzär. Ony tolkun üstüne tolkun, ýokarsyny hem gara bulut gaplar. Bir tümlügiň üstüni beýleki bir tümlük gaplar. Elini çykaryp uzatsa, (tümlükden ýaňa) ony özi hem görmez. Allanyň nur bermedik adamsy üçin hiç hili nur (aýdyňlyk) ýokdur.",یا-دا (کاپیرلاریڭ اماللاری) مۆوچ ئۇریان دۈیپسۈز دەڭیزدەکی تۈملۈگە مەڭزەر۔ ئونی تولکۇن ئۈستۈنە تولکۇن، یوکارسینی ھەم گارا بۇلۇت گاپلار۔ بیر تۈملۈگیڭ ئۈستۈنی بەیلەکی بیر تۈملۈک گاپلار۔ ئەلینی چیکاریپ ئۇزاتسا، (تۈملۈکدەن یاڭا) ئونی ئۆزی ھەم گۆرمەز۔ الله‌ڭ نۇر بەرمەدیک ادامسی ئۈچین ھیچ ھیلی نۇر (ایدیڭلیک) یوکدۇر۔,OK,True
24,Nur,41,"Asmanlardakylaryň we ýerdäkileriň, hatar-hatar bolup barýan guşlaryň Allany tesbih edýändigini görmediňizmi? Her kim öz doga-dilegini we zikir-tesbihini kemsiz bilýändir. Alla olaryň edýän işlerini bilýändir.",اسمانلارداکیلاریڭ وە یەردەکیلەریڭ، ھاتار-ھاتار بولۇپ باریان گۇشلاریڭ الله‌نی تەسبیھ ئەدیەندیگینی گۆرمەدیڭیزمی؟ ھەر کیم ئۆز دوگا-دیلەگینی وە زیکیر-تەسبیھینی کەمسیز بیلیەندیر۔ الله ئولاریڭ ئەدیەن ئیشلەرینی بیلیەندیر۔,OK,True
24,Nur,42,Asmanlaryň we ýeriň eýeçiligi Allanyňkydyr. Dolanyp baryljak ýer hem Allanyň ýanydyr.,اسمانلاریڭ وە یەریڭ ئەیەچیلیگی الله‌نیڭکیدیر۔ دولانیپ باریلجاک یەر ھەم الله‌ڭ یانیدیر۔,OK,True
24,Nur,43,"Sen Allanyň buludy sürýändigini, soň onuň arasyny birleşdirýändigini, soň bolsa ony üýşürýändigini görmediňmi? Şonda sen ýagşyň onuň arasyndan çykýandygyny görersiň. Ol asmandan, (lemmer-lemmer bulutlardan), daglardan dolular inderer. Şeýdip, ony islän adamsyna duçar eder, islän adamsyndan bolsa sowa salar. Ýyldyrymynyň ýalpyldysy hem göýä gözleri kör eder.",سەن الله‌ڭ بۇلۇدی سۈریەندیگینی، سوڭ ئونۇڭ اراسینی بیرلەشدیریەندیگینی، سوڭ بولسا ئونی ئۈیشۈریەندیگینی گۆرمەدیڭمی؟ شوندا سەن یاگشیڭ ئونۇڭ اراسیندان چیکیاندیگینی گۆرەرسیڭ۔ ئول اسماندان، (لەممەر-لەممەر بۇلۇتلاردان)، داگلاردان دولۇلار ئیندەرەر۔ شەیدیپ، ئونی ئیسلەن ادامسینا دۇچار ئەدەر، ئیسلەن ادامسیندان بولسا سووا سالار۔ ییلدیریمینیڭ یالپیلدیسی ھەم گۆیە گۆزلەری کۆر ئەدەر۔,OK,True
24,Nur,44,"Alla gije bilen gündizi gezekleşdirer. Takyk, munda gözleri (köňül gözleri açyk) bolanlara ybratlar bardyr.",الله گیجە بیلەن گۈندیزی گەزەکلەشدیرەر۔ تاکیک، مۇندا گۆزلەری (کۆڭۈل گۆزلەری اچیک) بولانلارا یبراتلار باردیر۔,OK,True
24,Nur,45,"Alla her bir janly-jandary suwdan ýaratdy. Olaryň içinde garny bilen süýrenýänleri, iki aýagynyň üstünde ýöreýänleri, dört aýagynyň üstünde ýöreýänleri hem bar. Alla islän zadyny ýaradýar. Takyk, Allanyň ähli zada güýji ýetýändir.",الله ھەر بیر جانلی-جانداری سۇودان یاراتدی۔ ئولاریڭ ئیچیندە گارنی بیلەن سۈیرەنیەنلەری، ئیکی ایاگینیڭ ئۈستۈندە یۆرەیەنلەری، دۆرت ایاگینیڭ ئۈستۈندە یۆرەیەنلەری ھەم بار۔ الله ئیسلەن زادینی یارادیار۔ تاکیک، الله‌ڭ ئەھلی زادا گۈیجی یەتیەندیر۔,OK,True
24,Nur,46,Kasam bolsun! Biz äşgär aýatlar inderdik. Alla islänini dogry ýola gönükdirer.,کاسام بولسۇن! بیز ئەشگەر ایاتلار ئیندەردیک۔ الله ئیسلەنینی دوگری یولا گۆنۈکدیرەر۔,OK,True
24,Nur,47,Olar: «Biz Alla we pygambere iman getirdik we tabyn bolduk» diýýärler. Soň hem olardan bir topar şeýle diýenlerinden soň (sözlerinden) dänýärler. Olar möminler däldir.,ئولار: «بیز الله وە پیگامبەرە ئیمان گەتیردیک وە تابین بولدۇک» دیییەرلەر۔ سوڭ ھەم ئولاردان بیر توپار شەیلە دییەنلەریندەن سوڭ (سۆزلەریندەن) دەنیەرلەر۔ ئولار مۆمینلەر دەلدیر۔,OK,True
24,Nur,48,Olaryň aralarynda höküm bermegi üçin Alla we Onuň ilçisine çagyrylan mahaly (beriljek höküm öz zyýanlaryna bolsa) içlerinden bir topar dessine muňa (pygamberiň hökümine) garşy çykar.,ئولاریڭ ارالاریندا ھۆکۈم بەرمەگی ئۈچین الله وە ئونۇڭ ئیلچیسینە چاگیریلان ماھالی (بەریلجەک ھۆکۈم ئۆز زییانلارینا بولسا) ئیچلەریندەن بیر توپار دەسسینە مۇڭا (پیگامبەریڭ ھۆکۈمینە) گارشی چیکار۔,OK,True
24,Nur,49,"Eger hakly tarap özleri bolan bolsady, oňa boýun bolup gelerdiler.",ئەگەر ھاکلی تاراپ ئۆزلەری بولان بولسادی، ئوڭا بویۇن بولۇپ گەلەردیلەر۔,OK,True
24,Nur,50,"Ýa bolmasa olaryň ýüreklerinde kesel barmyka, ýa güman edýärlermikä, ýa-da Alla we Onuň ilçisi özlerine adalatsyzlyk eder diýip gorkýarlarmyka? Ýok, zulum edýän olaryň hut özleridir.",یا بولماسا ئولاریڭ یۈرەکلەریندە کەسەل بارمیکا، یا گۈمان ئەدیەرلەرمیکە، یا-دا الله وە ئونۇڭ ئیلچیسی ئۆزلەرینە ادالاتسیزلیک ئەدەر دیییپ گورکیارلارمیکا؟ یوک، زۇلۇم ئەدیەن ئولاریڭ ھۇت ئۆزلەریدیر۔,OK,True
24,Nur,51,Aralarynda höküm bermegi üçin Alla we Onuň ilçisine çagyrylan mahaly möminleriň sözleri diňe «Eşitdik we,ارالاریندا ھۆکۈم بەرمەگی ئۈچین الله وە ئونۇڭ ئیلچیسینە چاگیریلان ماھالی مۆمینلەریڭ سۆزلەری دیڭە «ئەشیتدیک وە,OK,True
24,Nur,52,"Eger kim Alla we Onuň ilçisine tabyn bolsa, Allanyň azabyndan heder etse hem-de Ondan gorksa, üstünlik gazananlar şolar bolar.",ئەگەر کیم الله وە ئونۇڭ ئیلچیسینە تابین بولسا، الله‌ڭ ازابیندان ھەدەر ئەتسە ھەم-دە ئوندان گورکسا، ئۈستۈنلیک گازانانلار شولار بولار۔,OK,True
24,Nur,53,"Olar (mynapyklar) eger sen buýruk berseň, (söweşe) çykjakdyklaryna Allanyň adyndan berk kasam etdiler. Sen olara: «Kasam etmäň! Bu şol bir bilinýän boýun sunmadyr (diňe dilde aýdýarsyňyz). Takyk, Alla siziň edýän işleriňizden habardardyr» diýip aýt.",ئولار (میناپیکلار) ئەگەر سەن بۇیرۇک بەرسەڭ، (سۆوەشە) چیکجاکدیکلارینا الله‌ڭ ادیندان بەرک کاسام ئەتدیلەر۔ سەن ئولارا: «کاسام ئەتمەڭ! بۇ شول بیر بیلینیەن بویۇن سۇنمادیر (دیڭە دیلدە ایدیارسیڭیز)۔ تاکیک، الله سیزیڭ ئەدیەن ئیشلەریڭیزدەن ھابارداردیر» دیییپ ایت۔,OK,True
